NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
03;1;1;2:14.276;0;;59.703;0;44.693;0;29.880;0;99.2;2:14.276;13:32:14.276;0:59.703;0:44.693;0:29.880;216.6;Karl Forman;0:00:31.607;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;59.703;44.693;29.880;48.921;48.921;10.782;59.703;31.279;1:30.982;13.414;1:44.396;11.497;1:55.893;18.383;2:14.276;
03;1;2;1:41.011;0;;27.480;0;43.984;0;29.547;0;131.9;3:55.287;13:33:55.287;0:27.480;0:43.984;0:29.547;219.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.480;43.984;29.547;17.249;17.249;10.231;27.480;30.786;58.266;13.198;1:11.464;11.401;1:22.865;18.146;1:41.011;
03;1;3;1:41.056;0;;27.327;0;44.263;0;29.466;0;131.9;5:36.343;13:35:36.343;0:27.327;0:44.263;0:29.466;220.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.327;44.263;29.466;17.181;17.181;10.146;27.327;31.065;58.392;13.198;1:11.590;11.407;1:22.997;18.059;1:41.056;
03;1;4;1:41.104;0;;28.138;0;43.798;0;29.168;0;131.8;7:17.447;13:37:17.447;0:28.138;0:43.798;0:29.168;217.7;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;28.138;43.798;29.168;17.968;17.968;10.170;28.138;30.534;58.672;13.264;1:11.936;11.336;1:23.272;17.832;1:41.104;
03;1;5;1:40.295;0;;27.366;0;43.732;0;29.197;0;132.9;8:57.742;13:38:57.742;0:27.366;0:43.732;0:29.197;219.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.366;43.732;29.197;17.206;17.206;10.160;27.366;30.517;57.883;13.215;1:11.098;11.356;1:22.454;17.841;1:40.295;
03;1;6;1:40.187;0;;27.276;0;43.591;0;29.320;0;133.0;10:37.929;13:40:37.929;0:27.276;0:43.591;0:29.320;219.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.276;43.591;29.320;17.184;17.184;10.092;27.276;30.438;57.714;13.153;1:10.867;11.300;1:22.167;18.020;1:40.187;
03;1;7;1:40.326;0;;27.261;0;43.630;0;29.435;0;132.8;12:18.255;13:42:18.255;0:27.261;0:43.630;0:29.435;219.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.261;43.630;29.435;17.114;17.114;10.147;27.261;30.453;57.714;13.177;1:10.891;11.253;1:22.144;18.182;1:40.326;
03;1;8;1:40.401;0;;27.227;2;43.707;0;29.467;0;132.7;13:58.656;13:43:58.656;0:27.227;0:43.707;0:29.467;217.7;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.227;43.707;29.467;17.144;17.144;10.083;27.227;30.505;57.732;13.202;1:10.934;11.302;1:22.236;18.165;1:40.401;
03;1;9;1:40.693;0;;27.695;0;43.793;0;29.205;0;132.3;15:39.349;13:45:39.349;0:27.695;0:43.793;0:29.205;216.6;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.695;43.793;29.205;17.382;17.382;10.313;27.695;30.558;58.253;13.235;1:11.488;11.208;1:22.696;17.997;1:40.693;
03;1;10;1:40.783;0;;27.526;0;43.864;0;29.393;0;132.2;17:20.132;13:47:20.132;0:27.526;0:43.864;0:29.393;217.7;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.526;43.864;29.393;17.413;17.413;10.113;27.526;30.606;58.132;13.258;1:11.390;11.214;1:22.604;18.179;1:40.783;
03;1;11;1:40.006;2;;27.330;0;43.678;0;28.998;2;133.2;19:00.138;13:49:00.138;0:27.330;0:43.678;0:28.998;220.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.330;43.678;28.998;17.235;17.235;10.095;27.330;30.575;57.905;13.103;1:11.008;11.094;1:22.102;17.904;1:40.006;
03;1;12;1:40.557;0;;27.294;0;43.672;0;29.591;0;132.5;20:40.695;13:50:40.695;0:27.294;0:43.672;0:29.591;221.3;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.294;43.672;29.591;17.242;17.242;10.052;27.294;30.649;57.943;13.023;1:10.966;11.295;1:22.261;18.296;1:40.557;
03;1;13;1:40.015;0;;27.274;0;43.626;0;29.115;0;133.2;22:20.710;13:52:20.710;0:27.274;0:43.626;0:29.115;220.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.274;43.626;29.115;17.237;17.237;10.037;27.274;30.576;57.850;13.050;1:10.900;11.117;1:22.017;17.998;1:40.015;
03;1;14;1:42.483;0;;29.208;0;43.590;0;29.685;0;130.0;24:03.193;13:54:03.193;0:29.208;0:43.590;0:29.685;221.3;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;29.208;43.590;29.685;18.836;18.836;10.372;29.208;30.535;59.743;13.055;1:12.798;11.257;1:24.055;18.428;1:42.483;
